            Australian Bureau of Statistics,I0ut,Commodity,Measure or Industry division (ANZSIC),Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,Transformation of Energy Products,Diesel,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Other refined fuels and products,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LPG,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Biofuels,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wood and wood waste,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Bagasse,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Electricity,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Hydro energy,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Solar energy ,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wind energy,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Uranium,Consumption by households,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Black coal,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Brown coal,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Coke,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Coal by-products,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Briquettes,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Natural gas,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LNG,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Crude oil and feedstocks,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Petrol,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Diesel,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Other refined fuels and products,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LPG,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Biofuels,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wood and wood waste,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Bagasse,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Electricity,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Hydro energy,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Solar energy ,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wind energy,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Uranium,Consumption by government ,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Black coal,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Brown coal,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Coke,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Coal by-products,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Briquettes,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Natural gas,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LNG,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Crude oil and feedstocks,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Petrol,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Diesel,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Other refined fuels and products,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LPG,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Biofuels,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wood and wood waste,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Bagasse,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Electricity,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Hydro energy,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Solar energy ,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wind energy,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Uranium,Accumulation,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Black coal,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Brown coal,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Coke,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Coal by-products,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Briquettes,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Natural gas,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LNG,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Crude oil and feedstocks,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Petrol,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Diesel,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Other refined fuels and products,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,LPG,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Biofuels,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wood and wood waste,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Bagasse,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Electricity,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Hydro energy,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Solar energy ,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Wind energy,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Uranium,Exports,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Black coal,Total use,PJ,1274.00,1349.00,1386.00,1412.00,1435.00,1405.00,1479.00,1374.00,1302.00,1255.00,1205.00,1134.00,1147.00,1219.00,1260.00,1284.00
Use,Transformation of Energy Products,Brown coal,Total use,PJ,732.00,727.00,737.00,745.00,728.00,732.00,752.00,759.00,737.00,745.00,645.00,625.00,678.00,635.00,584.00,473.00
Use,Transformation of Energy Products,Coke,Total use,PJ,66.00,71.00,67.00,66.00,67.00,68.00,56.00,68.00,71.00,51.00,48.00,46.00,48.00,50.00,50.00,50.00
Use,Transformation of Energy Products,Coal by-products,Total use,PJ,42.00,43.00,38.00,42.00,41.00,39.00,47.00,59.00,62.00,48.00,41.00,39.00,39.00,39.00,41.00,39.00
Use,Transformation of Energy Products,Briquettes,Total use,PJ,2.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Natural gas,Total use,PJ,769.00,790.00,954.00,1037.00,1263.00,1252.00,1428.00,1575.00,1698.00,1684.00,1951.00,1950.00,2070.00,2693.00,3599.00,4175.00
Use,Transformation of Energy Products,LNG,Total use,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Crude oil and feedstocks,Total use,PJ,1566.00,1465.00,1480.00,1343.00,1440.00,1399.00,1414.00,1370.00,1570.00,1499.00,1495.00,1402.00,1223.00,1054.00,1024.00,1081.00
Use,Transformation of Energy Products,Petrol,Total use,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Diesel,Total use,PJ,17.00,18.00,19.00,19.00,20.00,21.00,21.00,22.00,23.00,25.00,22.00,23.00,27.00,22.00,23.00,22.00
Use,Transformation of Energy Products,Other refined fuels and products,Total use,PJ,160.00,190.00,207.00,204.00,205.00,205.00,184.00,176.00,194.00,219.00,231.00,229.00,191.00,174.00,171.00,148.00
Use,Transformation of Energy Products,LPG,Total use,PJ,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Biofuels,Total use,PJ,9.00,10.00,8.00,9.00,9.00,12.00,14.00,14.00,16.00,17.00,15.00,18.00,18.00,17.00,16.00,17.00
Use,Transformation of Energy Products,Wood and wood waste,Total use,PJ,2.00,3.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,2.00,12.00,13.00,15.00,17.00,18.00,17.00
Use,Transformation of Energy Products,Bagasse,Total use,PJ,95.00,101.00,108.00,109.00,111.00,111.00,65.00,92.00,82.00,83.00,95.00,90.00,103.00,103.00,110.00,100.00
Use,Transformation of Energy Products,Electricity,Total use,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,Transformation of Energy Products,Hydro energy,Total use,PJ,59.00,59.00,56.00,58.00,52.00,43.00,43.00,49.00,61.00,51.00,66.00,66.00,48.00,55.00,58.00,57.00
Use,Transformation of Energy Products,Solar energy ,Total use,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,4.00
Use,Transformation of Energy Products,Wind energy,Total use,PJ,3.00,3.00,3.00,6.00,9.00,11.00,14.00,18.00,22.00,25.00,29.00,37.00,41.00,44.00,45.00,55.00
Use,Transformation of Energy Products,Uranium,Total use,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Black Coal,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Brown coal,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Coke,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Coal by-products,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Briquettes,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Natural gas,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Use,End Use of Energy Products,LNG,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Crude oil and feedstocks,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Petrol,"Agriculture, forestry and fishing",PJ,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7.00,7.00,7.00,7.00
Use,End Use of Energy Products,Diesel,"Agriculture, forestry and fishing",PJ,56.00,58.00,62.00,63.00,64.00,68.00,69.00,71.00,76.00,81.00,87.00,90.00,86.00,91.00,98.00,99.00
Use,End Use of Energy Products,Other refined fuels and products,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,LPG,"Agriculture, forestry and fishing",PJ,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
Use,End Use of Energy Products,Biofuels,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Wood and wood waste,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Bagasse,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Electricity,"Agriculture, forestry and fishing",PJ,10.00,10.00,9.00,9.00,9.00,9.00,8.00,8.00,8.00,8.00,8.00,9.00,8.00,8.00,7.00,8.00
Use,End Use of Energy Products,Hydro energy,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Solar energy ,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Wind energy,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Uranium,"Agriculture, forestry and fishing",PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Black coal,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Brown coal,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Coke,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Coal by-products,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Briquettes,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Natural gas,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,LNG,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Crude oil and feedstocks,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Petrol,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Diesel,Mining,PJ,61.00,64.00,68.00,69.00,70.00,74.00,76.00,78.00,83.00,89.00,101.00,103.00,97.00,103.00,112.00,121.00
Use,End Use of Energy Products,Other refined fuels and products,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
Use,End Use of Energy Products,LPG,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Biofuels,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Wood and wood waste,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Bagasse,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Electricity,Mining,PJ,17.00,18.00,18.00,18.00,19.00,19.00,20.00,19.00,20.00,20.00,22.00,23.00,23.00,23.00,23.00,22.00
Use,End Use of Energy Products,Hydro energy,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Solar energy ,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Wind energy,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Uranium,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Black coal,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Brown coal,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Coke,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Coal by-products,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Briquettes,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Natural gas,Mining,PJ,13.00,14.00,14.00,12.00,20.00,24.00,31.00,30.00,31.00,35.00,26.00,27.00,28.00,66.00,59.00,59.00
Use,End Use of Energy Products,LNG,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Crude oil and feedstocks,Mining,PJ,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00
Use,End Use of Energy Products,Petrol,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Diesel,Mining,PJ,8.00,8.00,8.00,9.00,9.00,9.00,9.00,10.00,10.00,11.00,10.00,11.00,9.00,13.00,9.00,8.00
Use,End Use of Energy Products,Other refined fuels and products,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,LPG,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Biofuels,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Wood and wood waste,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Use,End Use of Energy Products,Bagasse,Mining,PJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
