Date,Sex,Location,Industry division of main job,Employed full-time ('000),Employed part-time ('000)
Aug-18,Males,TAS,"Electricity, Gas, Water and Waste Services",1.18500185,0.08943857
Aug-18,Males,TAS,"Electricity, Gas, Water and Waste Services",1.09181053,0
Aug-18,Males,NT,"Electricity, Gas, Water and Waste Services",1.96084757,0
Aug-18,Males,NT,"Electricity, Gas, Water and Waste Services",0.86393752,0
Aug-18,Females,NSW,"Electricity, Gas, Water and Waste Services",4.3936875,2.55748974
Aug-18,Females,NSW,"Electricity, Gas, Water and Waste Services",0.47249632,0
Aug-18,Females,VIC,"Electricity, Gas, Water and Waste Services",8.09235038,2.91227734
Aug-18,Females,VIC,"Electricity, Gas, Water and Waste Services",0.58852483,0
Aug-18,Females,QLD,"Electricity, Gas, Water and Waste Services",0.99433832,1.21282389
Aug-18,Females,QLD,"Electricity, Gas, Water and Waste Services",1.65130088,1.62428418
Aug-18,Females,SA,"Electricity, Gas, Water and Waste Services",1.74612084,0.46050658
Aug-18,Females,SA,"Electricity, Gas, Water and Waste Services",0.27266829,0
Aug-18,Females,WA,"Electricity, Gas, Water and Waste Services",2.74449696,1.15150744
Aug-18,Females,WA,"Electricity, Gas, Water and Waste Services",0,0.48532808
Aug-18,Females,TAS,"Electricity, Gas, Water and Waste Services",0.42771462,0.42575086
Aug-18,Females,TAS,"Electricity, Gas, Water and Waste Services",0.57307956,0.1115245
Aug-18,Females,NT,"Electricity, Gas, Water and Waste Services",0.63363276,0
Aug-18,Females,NT,"Electricity, Gas, Water and Waste Services",0.55619394,0
Nov-18,Males,NSW,"Electricity, Gas, Water and Waste Services",16.62725511,0
Nov-18,Males,NSW,"Electricity, Gas, Water and Waste Services",14.85490696,1.04399099
Nov-18,Males,VIC,"Electricity, Gas, Water and Waste Services",15.33107638,1.41760161
Nov-18,Males,VIC,"Electricity, Gas, Water and Waste Services",8.56942852,0
Nov-18,Males,QLD,"Electricity, Gas, Water and Waste Services",10.23384107,0
Nov-18,Males,QLD,"Electricity, Gas, Water and Waste Services",14.48136497,0.92854644
Nov-18,Males,SA,"Electricity, Gas, Water and Waste Services",8.5197376,0.28601052
Nov-18,Males,SA,"Electricity, Gas, Water and Waste Services",1.6578178,0.99102447
Nov-18,Males,WA,"Electricity, Gas, Water and Waste Services",11.51406369,0.43397192
Nov-18,Males,WA,"Electricity, Gas, Water and Waste Services",2.24642081,0
Nov-18,Males,TAS,"Electricity, Gas, Water and Waste Services",1.55548585,0.09867015
Nov-18,Males,TAS,"Electricity, Gas, Water and Waste Services",1.37873644,0.08805842
Nov-18,Males,NT,"Electricity, Gas, Water and Waste Services",1.60173436,0.2196376
Nov-18,Males,NT,"Electricity, Gas, Water and Waste Services",0.89506205,0
Nov-18,Females,NSW,"Electricity, Gas, Water and Waste Services",3.85742574,3.3404603
Nov-18,Females,NSW,"Electricity, Gas, Water and Waste Services",0.68392286,0.44934106
Nov-18,Females,VIC,"Electricity, Gas, Water and Waste Services",10.99515233,2.70473519
Nov-18,Females,VIC,"Electricity, Gas, Water and Waste Services",1.3695191,1.49553716
Nov-18,Females,QLD,"Electricity, Gas, Water and Waste Services",3.10047533,0
Nov-18,Females,QLD,"Electricity, Gas, Water and Waste Services",1.3707981,1.25191353
Nov-18,Females,SA,"Electricity, Gas, Water and Waste Services",1.61886339,0.19603028
Nov-18,Females,WA,"Electricity, Gas, Water and Waste Services",4.20707726,1.06485699
Nov-18,Females,WA,"Electricity, Gas, Water and Waste Services",1.51050536,0.59546809
Nov-18,Females,TAS,"Electricity, Gas, Water and Waste Services",0.34138637,0.31927146
Nov-18,Females,TAS,"Electricity, Gas, Water and Waste Services",0.08733988,0.191093
Nov-18,Females,NT,"Electricity, Gas, Water and Waste Services",0.53279193,0.08059348
Nov-18,Females,NT,"Electricity, Gas, Water and Waste Services",0,0.16122105
Feb-19,Males,NSW,"Electricity, Gas, Water and Waste Services",12.18734368,0
Feb-19,Males,NSW,"Electricity, Gas, Water and Waste Services",12.37867971,1.22560583
Feb-19,Males,VIC,"Electricity, Gas, Water and Waste Services",21.39008396,1.92470185
Feb-19,Males,VIC,"Electricity, Gas, Water and Waste Services",9.55863562,0
Feb-19,Males,QLD,"Electricity, Gas, Water and Waste Services",11.2533829,0.5397895
Feb-19,Males,QLD,"Electricity, Gas, Water and Waste Services",0,0
Feb-19,Males,SA,"Electricity, Gas, Water and Waste Services",7.36921657,0.28820421
Feb-19,Males,SA,"Electricity, Gas, Water and Waste Services",1.44866277,0.7389434
Feb-19,Males,WA,"Electricity, Gas, Water and Waste Services",9.02068259,0.86570378
Feb-19,Males,WA,"Electricity, Gas, Water and Waste Services",3.63364107,0
Feb-19,Males,TAS,"Electricity, Gas, Water and Waste Services",1.33303777,0.29359231
Feb-19,Males,TAS,"Electricity, Gas, Water and Waste Services",1.23722343,0.35417001
Feb-19,Males,NT,"Electricity, Gas, Water and Waste Services",2.01016598,0.27383245
Feb-19,Males,NT,"Electricity, Gas, Water and Waste Services",0.3988742,0.18966303
Feb-19,Females,NSW,"Electricity, Gas, Water and Waste Services",2.08557428,1.97644859
Feb-19,Females,NSW,"Electricity, Gas, Water and Waste Services",3.0185215,0
Feb-19,Females,VIC,"Electricity, Gas, Water and Waste Services",11.59870469,0.9983592
Feb-19,Females,VIC,"Electricity, Gas, Water and Waste Services",2.72560429,2.39782935
Feb-19,Females,QLD,"Electricity, Gas, Water and Waste Services",4.45615192,0.500522
Feb-19,Females,QLD,"Electricity, Gas, Water and Waste Services",0,0
Feb-19,Females,SA,"Electricity, Gas, Water and Waste Services",1.00059177,0.49597019
Feb-19,Females,WA,"Electricity, Gas, Water and Waste Services",4.72652556,1.08116868
Feb-19,Females,WA,"Electricity, Gas, Water and Waste Services",0.42682766,0.9630972
Feb-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.61103523,0
Feb-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.30978843,0.10109735
Feb-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.90277372,0.08020692
Feb-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.3806886,0.19027931
May-19,Males,NSW,"Electricity, Gas, Water and Waste Services",16.85760625,0
May-19,Males,NSW,"Electricity, Gas, Water and Waste Services",16.17219463,1.60646073
May-19,Males,VIC,"Electricity, Gas, Water and Waste Services",22.42686533,1.43278335
May-19,Males,VIC,"Electricity, Gas, Water and Waste Services",11.86246148,1.23819897
May-19,Males,QLD,"Electricity, Gas, Water and Waste Services",11.91547703,0.4683994
May-19,Males,QLD,"Electricity, Gas, Water and Waste Services",5.22676168,1.82458004
May-19,Males,SA,"Electricity, Gas, Water and Waste Services",9.24843387,0.21352836
May-19,Males,SA,"Electricity, Gas, Water and Waste Services",1.79904838,0
May-19,Males,WA,"Electricity, Gas, Water and Waste Services",10.53894413,0
May-19,Males,WA,"Electricity, Gas, Water and Waste Services",0.97911896,1.50334401
May-19,Males,TAS,"Electricity, Gas, Water and Waste Services",1.03369844,0.38276641
May-19,Males,TAS,"Electricity, Gas, Water and Waste Services",1.12392419,0.12109523
May-19,Males,NT,"Electricity, Gas, Water and Waste Services",1.895624,0
May-19,Males,NT,"Electricity, Gas, Water and Waste Services",1.38384018,0
May-19,Females,NSW,"Electricity, Gas, Water and Waste Services",3.93694661,0.51082645
May-19,Females,NSW,"Electricity, Gas, Water and Waste Services",1.14472803,0.44021428
May-19,Females,VIC,"Electricity, Gas, Water and Waste Services",9.92941728,2.0050557
May-19,Females,VIC,"Electricity, Gas, Water and Waste Services",1.87506923,2.06820146
May-19,Females,QLD,"Electricity, Gas, Water and Waste Services",3.22524312,1.04418417
May-19,Females,QLD,"Electricity, Gas, Water and Waste Services",0.96258629,0
May-19,Females,SA,"Electricity, Gas, Water and Waste Services",1.48156562,0.29347513
May-19,Females,WA,"Electricity, Gas, Water and Waste Services",4.16969113,1.79830567
May-19,Females,WA,"Electricity, Gas, Water and Waste Services",0.37448076,1.24805417
May-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.33463055,0.10114209
May-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.18528015,0.10949673
May-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.70381482,0
May-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.19569177,0.38785155
Aug-19,Males,NSW,"Electricity, Gas, Water and Waste Services",22.79716459,2.98818671
Aug-19,Males,NSW,"Electricity, Gas, Water and Waste Services",10.39381207,1.77368474
Aug-19,Males,VIC,"Electricity, Gas, Water and Waste Services",20.09159198,1.32053075
Aug-19,Males,VIC,"Electricity, Gas, Water and Waste Services",10.47546616,0
Aug-19,Males,QLD,"Electricity, Gas, Water and Waste Services",11.36433002,0
Aug-19,Males,QLD,"Electricity, Gas, Water and Waste Services",11.40339698,0.73856375
Aug-19,Males,SA,"Electricity, Gas, Water and Waste Services",7.82567873,0.804813
Aug-19,Males,SA,"Electricity, Gas, Water and Waste Services",1.96601443,0
Aug-19,Males,WA,"Electricity, Gas, Water and Waste Services",8.24407552,0.92574371
Aug-19,Males,WA,"Electricity, Gas, Water and Waste Services",3.87181149,2.25263699
Aug-19,Males,TAS,"Electricity, Gas, Water and Waste Services",0.83668356,0
Aug-19,Males,TAS,"Electricity, Gas, Water and Waste Services",0.91293668,0
Aug-19,Males,NT,"Electricity, Gas, Water and Waste Services",1.37005237,0
Aug-19,Males,NT,"Electricity, Gas, Water and Waste Services",0.82857862,0
Aug-19,Females,NSW,"Electricity, Gas, Water and Waste Services",2.99148211,1.48804322
Aug-19,Females,NSW,"Electricity, Gas, Water and Waste Services",1.67451609,0.42656755
Aug-19,Females,VIC,"Electricity, Gas, Water and Waste Services",7.61015324,3.52178438
Aug-19,Females,VIC,"Electricity, Gas, Water and Waste Services",0.49951788,0.98033992
Aug-19,Females,QLD,"Electricity, Gas, Water and Waste Services",4.54763177,1.83854098
Aug-19,Females,QLD,"Electricity, Gas, Water and Waste Services",0.93416556,1.77202852
Aug-19,Females,SA,"Electricity, Gas, Water and Waste Services",2.35693452,0.79622111
Aug-19,Females,WA,"Electricity, Gas, Water and Waste Services",3.98165416,1.6442915
Aug-19,Females,WA,"Electricity, Gas, Water and Waste Services",0.51346726,0.70728687
Aug-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.30312859,0.10510793
Aug-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.29199849,0.09565527
Aug-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.31256068,0.08268301
Aug-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.43566215,0
Nov-19,Males,NSW,"Electricity, Gas, Water and Waste Services",17.69333765,0.99548466
Nov-19,Males,NSW,"Electricity, Gas, Water and Waste Services",9.42517038,0.73072327
Nov-19,Males,VIC,"Electricity, Gas, Water and Waste Services",20.79082119,2.26171833
Nov-19,Males,VIC,"Electricity, Gas, Water and Waste Services",12.20437024,0.50071241
Nov-19,Males,QLD,"Electricity, Gas, Water and Waste Services",12.43491503,0.73243697
Nov-19,Males,QLD,"Electricity, Gas, Water and Waste Services",12.71898562,0.46764293
Nov-19,Males,SA,"Electricity, Gas, Water and Waste Services",7.02514265,0.43718909
Nov-19,Males,SA,"Electricity, Gas, Water and Waste Services",1.75410753,0.24259671
Nov-19,Males,WA,"Electricity, Gas, Water and Waste Services",10.20266207,0.68092324
Nov-19,Males,WA,"Electricity, Gas, Water and Waste Services",3.59220599,1.37084009
Nov-19,Males,TAS,"Electricity, Gas, Water and Waste Services",0.56525664,0.11225767
Nov-19,Males,TAS,"Electricity, Gas, Water and Waste Services",0.94175198,0
Nov-19,Males,NT,"Electricity, Gas, Water and Waste Services",1.15883302,0
Nov-19,Males,NT,"Electricity, Gas, Water and Waste Services",1.31377554,0
Nov-19,Females,NSW,"Electricity, Gas, Water and Waste Services",2.70803004,0.94629868
Nov-19,Females,NSW,"Electricity, Gas, Water and Waste Services",1.64872538,0.58549998
Nov-19,Females,VIC,"Electricity, Gas, Water and Waste Services",7.28707143,1.63329381
Nov-19,Females,VIC,"Electricity, Gas, Water and Waste Services",0.62824755,0.96604174
Nov-19,Females,QLD,"Electricity, Gas, Water and Waste Services",4.84623022,1.06366865
Nov-19,Females,QLD,"Electricity, Gas, Water and Waste Services",1.42475096,0
Nov-19,Females,SA,"Electricity, Gas, Water and Waste Services",1.78044978,0
Nov-19,Females,SA,"Electricity, Gas, Water and Waste Services",0,0.21628943
Nov-19,Females,WA,"Electricity, Gas, Water and Waste Services",4.87662193,1.42836322
Nov-19,Females,WA,"Electricity, Gas, Water and Waste Services",0,0.40129639
Nov-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.11270526,0.09281253
Nov-19,Females,TAS,"Electricity, Gas, Water and Waste Services",0.18658184,0.30851788
Nov-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.55076165,0.06419941
Nov-19,Females,NT,"Electricity, Gas, Water and Waste Services",0.17677215,0.19260307
Feb-20,Males,NSW,"Electricity, Gas, Water and Waste Services",14.32668046,0.558367
Feb-20,Males,NSW,"Electricity, Gas, Water and Waste Services",9.50469833,1.39829313
Feb-20,Males,VIC,"Electricity, Gas, Water and Waste Services",18.3583271,2.552191
Feb-20,Males,VIC,"Electricity, Gas, Water and Waste Services",11.2824969,0.68194886
Feb-20,Males,QLD,"Electricity, Gas, Water and Waste Services",11.41529563,0.92974637
Feb-20,Males,QLD,"Electricity, Gas, Water and Waste Services",9.30370732,0.47137532
Feb-20,Males,SA,"Electricity, Gas, Water and Waste Services",7.90175546,0
Feb-20,Males,SA,"Electricity, Gas, Water and Waste Services",1.5094128,0.56110317
Feb-20,Males,WA,"Electricity, Gas, Water and Waste Services",4.5316077,0.75103021
Feb-20,Males,WA,"Electricity, Gas, Water and Waste Services",4.12488088,0.44536183
Feb-20,Males,TAS,"Electricity, Gas, Water and Waste Services",1.33906754,0.0981468
Feb-20,Males,TAS,"Electricity, Gas, Water and Waste Services",1.29902222,0
Feb-20,Males,NT,"Electricity, Gas, Water and Waste Services",0.86662352,0.13440581
Feb-20,Males,NT,"Electricity, Gas, Water and Waste Services",1.14277395,0.29032107
Feb-20,Females,NSW,"Electricity, Gas, Water and Waste Services",2.81515689,0
Feb-20,Females,NSW,"Electricity, Gas, Water and Waste Services",2.02569116,0.6411828
Feb-20,Females,VIC,"Electricity, Gas, Water and Waste Services",7.6060306,1.08667244
Feb-20,Females,VIC,"Electricity, Gas, Water and Waste Services",0.45741226,0
Feb-20,Females,QLD,"Electricity, Gas, Water and Waste Services",2.54517269,0.55139398
Feb-20,Females,QLD,"Electricity, Gas, Water and Waste Services",2.56477458,0
Feb-20,Females,SA,"Electricity, Gas, Water and Waste Services",1.85282484,0.69385421
Feb-20,Females,SA,"Electricity, Gas, Water and Waste Services",0.24731723,0
Feb-20,Females,WA,"Electricity, Gas, Water and Waste Services",4.60508796,0.95503842
Feb-20,Females,TAS,"Electricity, Gas, Water and Waste Services",0.45198222,0.20020864
Feb-20,Females,TAS,"Electricity, Gas, Water and Waste Services",0.47649661,0.16497465
Feb-20,Females,NT,"Electricity, Gas, Water and Waste Services",0.06920228,0
Feb-20,Females,NT,"Electricity, Gas, Water and Waste Services",0.20090374,0.15057304
