Date,Sex,Location,Employed full-time ('000),Employed part-time ('000),Black coal,Brown coal,Crude oil,Condensate,LPG,Natural Gas,Uranium
2004,Females,SA,0.53867994,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,SA,0.79228532,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,3.83389745,1.00632971,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,1.61592167,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,TAS,0.21812291,0.09506075,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NT,0.13540533,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NSW,2.60002078,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NSW,11.94249434,0.75437776,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,VIC,3.59204944,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,VIC,3.78953661,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,QLD,4.68512114,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,QLD,17.97581547,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,SA,0.98282672,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,SA,2.66168147,0.18667607,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,WA,22.6859432,0.17557849,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,WA,14.52624502,0.17055373,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,TAS,0.35627242,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,TAS,2.05905407,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NT,1.97419536,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NSW,0.90355771,0.32809433,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,VIC,0.95119228,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,QLD,0.97564234,0.29010096,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,QLD,0.52286365,0.25744963,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,SA,0.17711705,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,SA,0.14200857,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,5.47186384,0.83270976,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,2.05547336,0.16310338,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NT,0.3265058,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NSW,3.08330811,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NSW,14.41146466,0.73583005,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,VIC,1.56146687,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,VIC,3.13160838,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,QLD,3.97477792,0.27783231,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,QLD,15.99147825,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,SA,1.92078212,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,SA,3.44534834,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,WA,18.52693484,0.15861345,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,WA,9.93817953,0.36616626,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,TAS,0.26827013,0.12432096,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,TAS,1.55014278,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NT,2.23884677,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NSW,0.35639865,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NSW,0,0.75793784,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,VIC,0,0.26386439,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,VIC,0.34605962,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,QLD,0.57319189,0.2895506,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,QLD,0.95309005,0.22791817,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,SA,0.30576083,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,4.44840651,0.72128767,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,2.1773737,0.40138251,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NT,0.13508652,0.12151278,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NSW,2.69368598,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NSW,15.0431557,0.70446581,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,VIC,2.16856513,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,VIC,3.14514019,0.32686198,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,QLD,5.15950329,0.28403557,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,QLD,16.22195206,0.26261115,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,SA,2.25843489,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,SA,3.15319525,0.17940611,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,WA,16.80919732,0.19806695,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,WA,11.78250681,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,TAS,0.09017942,0.10622867,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,TAS,2.18665185,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NT,1.92081015,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Males,NT,0.19128642,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NSW,0,0.34438866,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NSW,0.63856166,0.78251894,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,VIC,0.26668268,0.26555352,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,VIC,0.33298675,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,QLD,0.75747934,0.52102252,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,QLD,1.39670226,0.24242745,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,SA,0.45703028,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,SA,0.37432259,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,4.76427563,0.76109934,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,WA,2.64172531,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,TAS,0.17525507,0,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2004,Females,NT,0.25663226,0.32148594,"9,593",450,"33,028","23,558","8,823","31,121",32.0
2005,Males,NSW,2.75170074,0,"13,318",555,"37,485","27,209","9,021","42,190",93.0
2005,Males,NSW,17.02679982,0.86099361,"13,318",555,"37,485","27,209","9,021","42,190",93.0
2005,Males,VIC,2.75679852,0,"13,318",555,"37,485","27,209","9,021","42,190",93.0
2005,Males,VIC,1.55063858,0.63992068,"13,318",555,"37,485","27,209","9,021","42,190",93.0
2005,Males,QLD,4.1280615,0,"13,318",555,"37,485","27,209","9,021","42,190",93.0
2005,Males,QLD,17.71204,0.25051998,"13,318",555,"37,485","27,209","9,021","42,190",93.0
2005,Males,SA,2.23418615,0,"13,318",555,"37,485","27,209","9,021","42,190",93.0
